Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
179,4945,species,Santa Marta Blossomcrown,Anthocephala floriceps,1,El Campano,CO-MAG,05 Apr 2025,L11802673,S223259248,,1
180,35731,species,Dull-colored Grassquit,Asemospiza obscura,2,El Campano,CO-MAG,05 Apr 2025,L11802673,S223237915,,1
181,34330,species,White-lored Warbler,Myiothlypis conspicillata,2,El Campano,CO-MAG,05 Apr 2025,L11802673,S223237915,,1
182,33458,species,Santa Marta Brushfinch,Atlapetes melanocephalus,4,El Campano,CO-MAG,05 Apr 2025,L11802673,S223237915,,1
183,13873,species,Santa Marta Antbird,Drymophila hellmayri,1,El Campano,CO-MAG,05 Apr 2025,L11802673,S223237915,,1
184,33063,species,Golden-winged Sparrow,Arremon schlegeli,1,Reserve Natural Adentro,CO-MAG,05 Apr 2025,L21832864,S223177962,,1
185,28667,species,Black-hooded Thrush,Turdus olivater,1,Reserve Natural Adentro,CO-MAG,05 Apr 2025,L21832864,S223177962,,1
186,13189,species,Scarlet-fronted Parakeet,Psittacara wagleri,12,"Auto selected 11.13116, -74.10957",CO-MAG,05 Apr 2025,L42133673,S223145676,,1
187,16319,species,Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris,1,Pozo Azul,CO-MAG,05 Apr 2025,L3235744,S223132230,,1
188,11100,species,Chestnut Piculet,Picumnus cinnamomeus,2,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,04 Apr 2025,L1856337,S222944042,,1
189,5156,species,Sapphire-bellied Hummingbird,Chrysuronia lilliae,2,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,04 Apr 2025,L1856337,S222944042,,1
190,2278,species,Scaled Dove,Columbina squammata,2,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,04 Apr 2025,L1856337,S222944042,,1
191,6707,species,Large-billed Tern,Phaetusa simplex,2,Malecón Puerta de Oro,CO-ATL,04 Apr 2025,L6695349,S222858526,,1
192,5631,species,Yellow-breasted Crake,Laterallus flaviventer,1,Ciénaga del Totumo--Volcán del Totumo,CO-BOL,03 Apr 2025,L5222257,S222685739,,1
193,34662,species,Hooded Tanager,Nemosia pileata,1,Agrícola Camelias,CO-BOL,02 Apr 2025,L15083845,S222506241,,1
194,12984,species,Turquoise-winged Parrotlet,Forpus spengeli,1,Agrícola Camelias,CO-BOL,02 Apr 2025,L15083845,S222468822,,1
195,970,species,Chestnut-winged Chachalaca,Ortalis garrula,2,Agrícola Camelias,CO-BOL,02 Apr 2025,L15083845,S222468822,,1
196,234,species,Northern Screamer,Chauna chavaria,1,Agrícola Camelias,CO-BOL,02 Apr 2025,L15083845,S222468822,,1
197,15037,species,Caribbean Hornero,Furnarius longirostris,3,"Auto selected 10.35207, -75.42743",CO-BOL,01 Apr 2025,L41982305,S222359696,,1
198,34953,species,Glaucous Tanager,Thraupis glaucocolpa,1,Matute Birding Nature Reserve,CO-BOL,01 Apr 2025,L24053056,S222264034,,1
199,32011,species,Trinidad Euphonia,Euphonia trinitatis,1,Matute Birding Nature Reserve,CO-BOL,01 Apr 2025,L24053056,S222264034,,1
200,27422,species,Stripe-backed Wren,Campylorhynchus nuchalis,3,Matute Birding Nature Reserve,CO-BOL,01 Apr 2025,L24053056,S222264034,,1
201,27107,species,Tropical Gnatcatcher,Polioptila plumbea,1,Matute Birding Nature Reserve,CO-BOL,01 Apr 2025,L24053056,S222264034,,1
202,10407,species,Russet-throated Puffbird,Hypnelus ruficollis,1,Matute Birding Nature Reserve,CO-BOL,01 Apr 2025,L24053056,S222264034,,1
203,7715,species,Malagasy Pond-Heron,Ardeola idae,1,Parc de Tsarasaotra (Lac Alarobia),MG-T,17 Nov 2024,L8083407,S202747664,,1
204,7639,species,Black Heron,Egretta ardesiaca,5,Parc de Tsarasaotra (Lac Alarobia),MG-T,17 Nov 2024,L8083407,S202747664,,1
205,5317,species,White-throated Rail,Dryolimnas cuvieri,4,Parc de Tsarasaotra (Lac Alarobia),MG-T,17 Nov 2024,L8083407,S202747664,,1
206,533,species,Meller's Duck,Anas melleri,10,Parc de Tsarasaotra (Lac Alarobia),MG-T,17 Nov 2024,L8083407,S202747664,,1
207,29646,species,Littoral Rock-Thrush,Monticola imerina,1,"Route Sans Nom, Anakao, Atsimo-Andrefana, MG (-23,647, 43,653)",MG-U,15 Nov 2024,L38038020,S202791261,,1
208,6919,species,Red-tailed Tropicbird,Phaethon rubricauda,3,Ranomafana NP—Sahamalaotra Track,MG-F,15 Nov 2024,L10007555,S202519485,,1
209,6665,species,Sooty Tern,Onychoprion fuscatus,1,"MG (-23,633, 43,601)",MG-U,15 Nov 2024,L38036757,S202791296,,1
210,6306,species,Crab-Plover,Dromas ardeola,50,"MG (-23,633, 43,601)",MG-U,15 Nov 2024,L38036757,S202791296,,1
211,6783,species,Lesser Crested Tern,Thalasseus bengalensis,1,"MG (-23,465, 43,682)",MG-U,15 Nov 2024,L38036784,S202791306,,1
212,20005,species,Lafresnaye's Vanga,Xenopirostris xenopirostris,1,Aire protégée Tsinjoriake,MG-U,14 Nov 2024,L8022895,S202475930,,1
213,23622,species,Subdesert Brush-Warbler,Nesillas lantzii,3,"Route Sans Nom, Atsimo-Andrefana, MG (-23,527, 43,759)",MG-U,14 Nov 2024,L38019029,S202475933,,1
214,19981,species,Red-shouldered Vanga,Calicalicus rufocarpalis,2,"Route Sans Nom, Atsimo-Andrefana, MG (-23,527, 43,759)",MG-U,14 Nov 2024,L38019029,S202475933,,1
215,3065,species,Verreaux's Coua,Coua verreauxi,1,"Route Sans Nom, Atsimo-Andrefana, MG (-23,527, 43,759)",MG-U,14 Nov 2024,L38019029,S202475933,,1
216,7879,species,Madagascar Cuckoo-Hawk,Aviceda madagascariensis,1,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202371087,,1
217,5831,species,Common Ringed Plover,Charadrius hiaticula,2,Ifaty--salt pans,MG-U,13 Nov 2024,L3099280,S202342521,,1
218,7774,species,Humblot's Heron,Ardea humbloti,1,Ifaty--salt pans,MG-U,13 Nov 2024,L3099280,S202372442,,1
219,6012,species,Eurasian Whimbrel,Numenius phaeopus,1,Ifaty--salt pans,MG-U,13 Nov 2024,L3099280,S202372442,,1
220,30896,species,Sakalava Weaver,Ploceus sakalava,12,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
221,19969,species,Archbold's Newtonia,Newtonia archboldi,2,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
222,10373,species,Long-tailed Ground-Roller,Uratelornis chimaera,1,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
223,6302,species,Madagascar Buttonquail,Turnix nigricollis,2,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
224,3071,species,Running Coua,Coua cursor,2,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
225,3068,species,Olive-capped Coua,Coua olivaceiceps,1,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
226,3058,species,Crested Coua,Coua cristata,1,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
227,2860,species,Subdesert Mesite,Monias benschi,1,Ifaty--spiny forest reserves,MG-U,13 Nov 2024,L920191,S202372400,,1
228,23977,species,Appert's Tetraka,Xanthomixis apperti,1,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
229,23964,species,Long-billed Bernieria,Bernieria madagascariensis,2,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
230,20000,species,Sickle-billed Vanga,Falculea palliata,1,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
231,9444,species,Cuckoo-roller,Leptosomus discolor,3,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
232,9132,species,White-browed Owl,Athene superciliaris,1,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
233,3072,species,Giant Coua,Coua gigas,1,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
234,3070,species,Coquerel's Coua,Coua coquereli,1,Zombitse-Vohibasia NP,MG-U,12 Nov 2024,L920160,S202373817,,1
235,12737,species,Gray-headed Lovebird,Agapornis canus,10,Le Relais de la Reine/Le Jardin du Roy,MG-F,12 Nov 2024,L3350363,S202373863,,1
236,9615,species,Madagascar Hoopoe,Upupa marginata,4,Le Relais de la Reine/Le Jardin du Roy,MG-F,12 Nov 2024,L3350363,S202373873,,1
237,2004,species,Malagasy Turtle-Dove,Nesoenas picturatus,2,Le Relais de la Reine/Le Jardin du Roy,MG-F,12 Nov 2024,L3350363,S202373873,,1
238,22407,species,Madagascar Lark,Eremopterix hova,1,"RN7, Ihorombe, MG (-22,412, 46,025)",MG-F,11 Nov 2024,L37967534,S202373972,,1
239,2859,species,Brown Mesite,Mesitornis unicolor,1,Ranomafana NP—Sahamalaotra Track,MG-F,10 Nov 2024,L10007555,S202373978,,1
240,23963,species,White-throated Oxylabes,Oxylabes madagascariensis,1,Ranomafana NP--Varibolo,MG-F,10 Nov 2024,L6342105,S202373980,,1
241,20004,species,Pollen's Vanga,Xenopirostris polleni,1,Ranomafana NP--Varibolo,MG-F,10 Nov 2024,L6342105,S202373980,,1
242,13300,species,Velvet Asity,Philepitta castanea,1,Ranomafana NP--Varibolo,MG-F,10 Nov 2024,L6342105,S201992206,,1
243,10371,species,Scaly Ground-Roller,Geobiastes squamiger,1,Ranomafana NP--Varibolo,MG-F,10 Nov 2024,L6342105,S201992206,,1
244,19991,species,Hook-billed Vanga,Vanga curvirostris,2,Ranomafana NP,MG-F,10 Nov 2024,L10960986,S202373981,,1
245,30895,species,Nelicourvi Weaver,Ploceus nelicourvi,1,Ranomafana NP,MG-F,10 Nov 2024,L10960986,S202373982,,1
246,20001,species,White-headed Vanga,Artamella viridis,1,Ranomafana NP,MG-F,10 Nov 2024,L10960986,S202373982,,1
247,10374,species,Pitta-like Ground-Roller,Atelornis pittoides,2,Ranomafana NP,MG-F,10 Nov 2024,L10960986,S202373982,,1
248,29648,species,Forest Rock-Thrush,Monticola sharpei,1,Ranomafana NP--Telatekely,MG-F,09 Nov 2024,L3341582,S202373983,,1
249,19977,species,Tylas Vanga,Tylas eduardi,1,Ranomafana NP--Telatekely,MG-F,09 Nov 2024,L3341582,S202373983,,1
250,4185,species,Malagasy Palm Swift,Cypsiurus gracilis,10,Ranomafana NP--Telatekely,MG-F,09 Nov 2024,L3341582,S202373983,,1
251,6346,species,Madagascar Pratincole,Glareola ocularis,1,Mangoro River Crossing,MG-A,08 Nov 2024,L3104928,S201831803,,1
252,19983,species,Chabert Vanga,Leptopterus chabert,1,"Alaotra-Mangoro, MG (-18,99, 48,435)",MG-A,08 Nov 2024,L37867592,S201831901,,1
253,2536,species,Madagascar Green-Pigeon,Treron australis,2,Eulophiella,MG-A,08 Nov 2024,L8033539,S201831902,,1
254,1737,species,Madagascar Partridge,Margaroperdix madagarensis,2,Eulophiella,MG-A,08 Nov 2024,L8033539,S201731242,,1
255,12226,species,Lesser Vasa Parrot,Coracopsis nigra,1,Analamazaotra Forest Station,MG-A,07 Nov 2024,L3936735,S202373995,,1
256,30491,species,Malagasy Sunbird,Cinnyris notatus,2,V.O.I. M.M.A (Community Reserve),MG-A,07 Nov 2024,L4943092,S201667901,,1
257,19990,species,Madagascar Blue Vanga,Cyanolanius madagascarinus,2,V.O.I. M.M.A (Community Reserve),MG-A,07 Nov 2024,L4943092,S201667901,,1
258,12012,species,Malagasy Kestrel,Falco newtoni,1,V.O.I. M.M.A (Community Reserve),MG-A,07 Nov 2024,L4943092,S201667901,,1
259,7473,species,Madagascar Ibis,Lophotibis cristata,1,V.O.I. M.M.A (Community Reserve),MG-A,07 Nov 2024,L4943092,S201667901,,1
260,5216,species,Madagascar Forest Rail,Mentocrex kioloides,1,V.O.I. M.M.A (Community Reserve),MG-A,07 Nov 2024,L4943092,S201667901,,1
261,3074,species,Red-breasted Coua,Coua serriana,2,V.O.I. M.M.A (Community Reserve),MG-A,07 Nov 2024,L4943092,S201667901,,1
262,31061,species,Madagascar Munia,Lepidopygia nana,2,Eulophiella,MG-A,07 Nov 2024,L8033539,S202373998,,1
263,30937,species,Forest Fody,Foudia omissa,4,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
264,27899,species,Madagascar Starling,Hartlaubius auratus,2,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
265,23967,species,Cryptic Warbler,Cryptosylvicola randrianasoloi,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
266,22922,species,Green Jery,Neomixis viridis,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
267,22917,species,Common Jery,Neomixis tenella,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
268,19986,species,Crossley's Vanga,Mystacornis crossleyi,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
269,19973,species,Dark Newtonia,Newtonia amphichroa,4,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
270,19970,species,Common Newtonia,Newtonia brunneicauda,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
271,18650,species,Madagascar Cuckooshrike,Ceblepyris cinereus,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
272,12222,species,Greater Vasa Parrot,Coracopsis vasa,2,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
273,10375,species,Rufous-headed Ground-Roller,Atelornis crossleyi,2,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
274,9823,species,Olive Bee-eater,Merops superciliosus,3,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
275,8244,species,Madagascar Sparrowhawk,Accipiter madagascariensis,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
276,7857,species,Madagascar Harrier-Hawk,Polyboroides radiatus,2,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
277,4124,species,Malagasy Swift,Apus balstoni,2,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
278,3439,species,Madagascar Cuckoo,Cuculus rochii,3,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
279,3130,species,Malagasy Coucal,Centropus toulou,2,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
280,2620,species,Madagascar Blue-Pigeon,Alectroenas madagascariensis,1,Iaroka Forest,MG-A,07 Nov 2024,L6489758,S202373999,,1
281,23705,species,Madagascar Swamp Warbler,Acrocephalus newtoni,1,"Alaotra-Mangoro, MG (-18,99, 48,435)",MG-A,07 Nov 2024,L37867592,S202374001,,1
282,23550,species,Madagascar Cisticola,Cisticola cherina,1,"Alaotra-Mangoro, MG (-18,99, 48,435)",MG-A,07 Nov 2024,L37867592,S202374001,,1
283,24027,species,Mascarene Martin,Phedina borbonica,4,"Alaotra-Mangoro, MG (-18,99, 48,435)",MG-A,07 Nov 2024,L37867592,S202374002,,1
284,25717,species,Malagasy White-eye,Zosterops maderaspatanus,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S202374003,,1
285,23616,species,Malagasy Brush-Warbler,Nesillas typica,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S202374003,,1
286,22925,species,Stripe-throated Jery,Neomixis striatigula,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S202374003,,1
287,19982,species,Nuthatch-Vanga,Hypositta corallirostris,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S202374003,,1
288,8554,species,Madagascar Buzzard,Buteo brachypterus,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S202374003,,1
289,30484,species,Souimanga Sunbird,Cinnyris sovimanga,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
290,29008,species,Madagascar Magpie-Robin,Copsychus albospecularis,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
291,24585,species,Malagasy Bulbul,Hypsipetes madagascariensis,2,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
292,20430,species,Crested Drongo,Dicrurus forficatus,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
293,19980,species,Red-tailed Vanga,Calicalicus madagascariensis,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
294,10011,species,Madagascar Pygmy Kingfisher,Corythornis madagascariensis,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
295,9263,species,Madagascar Owl,Asio madagascariensis,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
296,8791,species,Madagascar Scops-Owl,Otus rutilus,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
297,8179,species,Frances's Sparrowhawk,Tachyspiza francesiae,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
298,3069,species,Red-fronted Coua,Coua reynaudii,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
299,3066,species,Blue Coua,Coua caerulea,1,Analamazaotra Forest Station,MG-A,06 Nov 2024,L3936735,S201573687,,1
300,3862,species,Madagascar Spinetail,Zoonavena grandidieri,2,"RN2, Alaotra-Mangoro, MG (-18,933, 48,199)",MG-A,06 Nov 2024,L37854161,S202374004,,1
301,20753,species,Malagasy Paradise-Flycatcher,Terpsiphone mutata,1,"RN2, Manjakandriana, Analamanga, MG (-18,929, 47,82)",MG-T,06 Nov 2024,L37852534,S202374006,,1
302,31677,species,Madagascar Wagtail,Motacilla flaviventris,2,"Auto selected -18.89571, 47.77804",MG-T,06 Nov 2024,L37852429,S201544690,,1
303,10004,species,Malagasy Kingfisher,Corythornis vintsioides,1,"Auto selected -18.89571, 47.77804",MG-T,06 Nov 2024,L37852429,S201544690,,1
304,24045,species,Madagascar Martin,Riparia cowani,1,Tamboho Hotel,MG-T,06 Nov 2024,L10216015,S201541931,,1
305,30929,species,Red Fody,Foudia madagascariensis,3,"Tananarive, Analamanga, MG (-18,89, 47,525)",MG-T,06 Nov 2024,L37849928,S202374010,,1
306,3698,species,Madagascar Nightjar,Caprimulgus madagascariensis,1,"Tananarive, Analamanga, MG (-18,89, 47,525)",MG-T,06 Nov 2024,L37849928,S202374010,,1
307,6591,species,California Gull,Larus californicus,2,Latimer's Landing,US-WA,24 Sep 2024,L2752723,S196385967,,1
310,31977,species,Elegant Euphonia,Chlorophonia elegantissima,1,Curi-Cancha Refugio de Vida Silvestre,CR-P,10 Dec 2023,L1468729,S156080994,,1
311,4794,species,Magenta-throated Woodstar,Philodice bryantae,1,Curi-Cancha Refugio de Vida Silvestre,CR-P,10 Dec 2023,L1468729,S156080994,,1
312,7345,species,Cocos Booby,Sula brewsteri,1,Playa Panama,CR-G,07 Dec 2023,L4375102,S155913705,,1
313,34238,species,Black-cheeked Warbler,Basileuterus melanogenys,2,San Gerardo de Dota--Sendero Catarata,CR-SJ,03 Dec 2023,L830190,S155674783,,1
314,6424,species,Common Murre,Uria aalge,2,Centre d’int. et d’obs. de Cap-de-Bon-Désir,CA-QC,04 Jul 2023,L3769317,S143571727,,1
315,6412,species,Razorbill,Alca torda,2,Centre d’int. et d’obs. de Cap-de-Bon-Désir,CA-QC,04 Jul 2023,L3769317,S143571727,,1
316,6447,species,Little Gull,Hydrocoloeus minutus,1,Point Pelee NP--Tip,CA-ON,14 May 2023,L611224,S137637093,,1
317,249,species,Fulvous Whistling-Duck,Dendrocygna bicolor,10,Lake Apopka Wildlife Drive,US-FL,03 Dec 2022,L298649,S123390040,,1
318,13196,species,Mitred Parakeet,Psittacara mitratus,15,Holiday Park,US-FL,28 Nov 2022,L3107258,S123171645,N,1
319,32966,species,Olive Sparrow,Arremonops rufivirgatus,1,Guacimo Road,CR-P,16 Jun 2022,L1456808,S113178762,,1
320,27515,species,Banded Wren,Thryophilus pleurostictus,1,Guacimo Road,CR-P,16 Jun 2022,L1456808,S113178762,,1
321,3034,species,Lesser Ground-Cuckoo,Morococcyx erythropygus,1,Guacimo Road,CR-P,16 Jun 2022,L1456808,S113178762,,1
322,13097,species,Orange-fronted Parakeet,Eupsittula canicularis,3,Calle La Barca,CR-P,15 Jun 2022,L3541917,S113019818,,1
323,27540,species,Riverside Wren,Cantorchilus semibadius,1,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
324,19122,species,Ochre-crowned Greenlet,Tunchiornis ochraceiceps,1,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
325,16324,species,Northern Bentbill,Oncostoma cinereigulare,3,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
326,14296,species,Streak-chested Antpitta,Hylopezus perspicillatus,1,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
327,13740,species,Slaty Antwren,Myrmotherula schisticolor,1,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
328,13539,species,Black-hooded Antshrike,Thamnophilus bridgesi,1,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
329,10894,species,Fiery-billed Aracari,Pteroglossus frantzii,1,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],CR-P,15 Jun 2022,L3354750,S113005968,,1
330,2242,species,Inca Dove,Columbina inca,1,Cerro Lodge,CR-P,15 Jun 2022,L1456434,S112983565,,1
331,19180,species,Mangrove Vireo,Vireo pallens,1,Tárcoles--Tour en Bote,CR-P,14 Jun 2022,L1456779,S112965518,,1
332,13152,species,Scarlet Macaw,Ara macao,6,Tárcoles--Tour en Bote,CR-P,14 Jun 2022,L1456779,S112965518,,1
333,12921,species,Yellow-naped Amazon,Amazona auropalliata,2,Tárcoles--Tour en Bote,CR-P,14 Jun 2022,L1456779,S112965518,,1
334,5933,species,Collared Plover,Anarhynchus collaris,2,Tárcoles--Tour en Bote,CR-P,14 Jun 2022,L1456779,S112965518,,1
335,5734,species,Double-striped Thick-knee,Hesperoburhinus bistriatus,12,Tárcoles--Tour en Bote,CR-P,14 Jun 2022,L1456779,S112965518,,1
336,445,species,Muscovy Duck,Cairina moschata,2,Tárcoles--Tour en Bote,CR-P,14 Jun 2022,L1456779,S112965518,,1
337,33724,species,Streak-backed Oriole,Icterus pustulatus,1,Cerro Lodge,CR-P,14 Jun 2022,L1456434,S112945161,,1
338,32915,species,Stripe-headed Sparrow,Peucaea ruficauda,1,Calle La Barca,CR-P,14 Jun 2022,L3541917,S112944888,,1
339,34268,species,Costa Rican Warbler,Basileuterus melanotis,1,Reserva Biológica Bosque Nuboso Monteverde,CR-P,14 Jun 2022,L552342,S112944944,,1
340,28274,species,Slaty-backed Nightingale-Thrush,Catharus fuscater,1,Reserva Biológica Bosque Nuboso Monteverde,CR-P,14 Jun 2022,L552342,S112944944,,1
341,16453,species,Eye-ringed Flatbill,Rhynchocyclus brevirostris,1,Reserva Biológica Bosque Nuboso Monteverde,CR-P,14 Jun 2022,L552342,S112944944,,1
